No.,Year,Date,Type,Title,Location,Details,date_start,date_end,date_likely,date_precision,date_certain,date_note,categories,type_inferred,cancelled,subject_groups,subjects,lat,lon,geo_precision
146,1869,February 8,Lecture,Coleridge,Newcastle,"Newcastle Literary and Philosophical Society Institute Theatre; hosted by the Society (Newcastle Daily Chronicle, February 8, 1869, 1; February 9, 1869, 4: both BNA).",1869-02-08,1869-02-08,,day,TRUE,,lecture,FALSE,FALSE,Coleridge,(unspecified),54.9738474,-1.6131572,town
147,1869,February 10,Lecture,Scott,Newcastle,"Newcastle Literary and Philosophical Society Institute Theatre; hosted by the Society; brief comparison of Scott and Shakespeare (Newcastle Daily Chronicle, February 8, 1869, 1; February 11, 1869, 4: both BNA).",1869-02-10,1869-02-10,,day,TRUE,,lecture,FALSE,FALSE,Scott,(unspecified),54.9738474,-1.6131572,town
148,1869,February 11,Lecture,Hamlet,Bradford,"Mechanics’ Institute; hosted by the Bradford Philosophical Society; reporter calls the lecture a “lay sermon of uncommon power and grace” (Bradford Observer, February 12, 1869, 3: BNA).",1869-02-11,1869-02-11,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Hamlet,53.7944229,-1.7519186,town
149,1869,February 12,Lecture,Tennyson,Newcastle,"Newcastle Literary and Philosophical Society Institute Theatre; hosted by the Society (Newcastle Daily Chronicle, February 8, 1869, 1; Newcastle Journal, February 13, 1869, 2: both BNA).",1869-02-12,1869-02-12,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),54.9738474,-1.6131572,town
150,1869,February 15,Lecture,Milton,Tynemouth,"Tynemouth Congregational Church (Newcastle Journal, February 13, 1869, 2; February 16, 1869, 3: both BNA).",1869-02-15,1869-02-15,,day,TRUE,,lecture,FALSE,FALSE,Milton,(unspecified),55.0177847,-1.4256042,town
151,1869,February 25,Lecture,Macbeth,"Croydon, London","Croydon Public Hall; Croydon reviewer criticizes MacDonald for being a “dreamy theorist” (Croydon Chronicle and East Surrey Advertiser, February 27, 1869, 5; The Era, March 7, 1869, 12: both BNA).",1869-02-25,1869-02-25,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,51.3713049,-0.1019570,town
152,1869,February 26,Lecture,Milton,London,"Lecture Room, Warlters Road (Islington Gazette, February 9, 1869, 1: BNA).",1869-02-26,1869-02-26,,day,TRUE,,lecture,FALSE,FALSE,Milton,(unspecified),51.5074456,-0.1277653,town
153,1869,March 1,Lecture,Tennyson,London,"Burdett Hall, Limehouse (East London Observer, February 20, 1869, 4: BNA).",1869-03-01,1869-03-01,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),51.5074456,-0.1277653,town
154,1869,March 9,Lecture,Tennyson,York,"De Grey Rooms (York Herald, March 13, 1869, 9: BNA).",1869-03-09,1869-03-09,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),53.9656579,-1.0743052,town
155,1869,March 10,Lecture,Wordsworth,Leeds,"Leeds Mechanics’ Institution (Yorkshire Post and Leeds Intelligencer, March 11, 1869, 4: BNA).",1869-03-10,1869-03-10,,day,TRUE,,lecture,FALSE,FALSE,Wordsworth,(unspecified),53.7974185,-1.5437941,town
156,1869,March 15,Lecture,King Lear,Birmingham,"Midland Institute (Birmingham Daily Gazette, March 18, 1869, 6: BNA).",1869-03-15,1869-03-15,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,King Lear,52.4948994,-1.8518439,town
157,1869,March 22,Lecture,Milton,Birmingham,"Midland Institute (Birmingham Daily Gazette, March 22, 1869, 4; March 25, 1869, 6: both BNA).",1869-03-22,1869-03-22,,day,TRUE,,lecture,FALSE,FALSE,Milton,(unspecified),52.4948994,-1.8518439,town
158,1869,March 24,Lecture,Julius Caesar,Pelsall,"Agricultural Hall; hosted by the United Lecture Institute; attendance “far from encouraging” (Walsall Free Press and General Advertiser, March 20, 1869, 4; March 27, 1869, 4; Staffordshire Advertiser, March 27, 1869, 5: all BNA).",1869-03-24,1869-03-24,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Julius Caesar,52.6284169,-1.9667399,town
159,1869,March 25,Lecture,King Lear,Bradford,"Bradford Mechanics’ Institute; hosted by Philosophical Society; despite advertisement for a lecture on Macbeth, MacDonald lectured on King Lear (Bradford Observer, February 25, 1869, 1; April 1, 1869, 10: both BNA).",1869-03-25,1869-03-25,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,King Lear,53.7944229,-1.7519186,town
160,1869,April 8,Lecture,Macbeth,Bradford,"Bradford Mechanics’ Institute; hosted by the Philosophical Society; compares the moral lives of King Lear and Macbeth (Bradford Observer, April 9, 1869, 4; April 15, 1869, 11: both BNA).",1869-04-08,1869-04-08,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,53.7944229,-1.7519186,town
161,1869,April 20,Lecture,Scott,Hull,"Royal Institution, Albion Street; Hull Literary and Philosophical Society (Hull Times, April 24, 1869; Annual Report: Hull Literary and Philosophical Society, 33: both BC).",1869-04-20,1869-04-20,,day,TRUE,,lecture,FALSE,FALSE,Scott,(unspecified),53.7435722,-0.3394758,town
162,1869,May 18,Lecture,Hood,London,"Theatre of Literary and Scientific Society, Wellington Street; proceeds to St. Saviour’s Building Fund (Islington Gazette, May 18, 1869, 3; May 21, 1869, 2: both BNA).",1869-05-18,1869-05-18,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),51.5074456,-0.1277653,town
163,1872,April 15,Lecture,Macbeth,Nottingham,"Assembly Rooms (Nottingham Journal, April 13, 1872, 5; April 16, 1872, 3: both BNA).",1872-04-15,1872-04-15,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,52.9534193,-1.1496461,town
164,1872,April 24,Lecture,Tennyson,"Edinburgh, SCT","Edinburgh Literary Institute; “The Songs of Tennyson” (The Scotsman, April 5, 1872, 6; Peterhead Sentinel and General Advertiser for Buchan District, May 1, 1872, 4: both BNA).",1872-04-24,1872-04-24,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),55.9533456,-3.1883749,town
165,1872,May 15,Lecture,Tennyson,"Aberdeen, SCT","Gilcomston Free Church (Aberdeen Press and Journal, May 15, 1872, 4: BNA).",1872-05-15,1872-05-15,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),57.1482429,-2.0928095,town
166,1872,May 21,Lecture,Wordsworth,"Dundee, SCT","Kinnaird Hall; hosted by Dundee Young Men’s Christian Association Literary Institute (Dundee Courier, May 15, 1872, 1; May 22, 1872, 3: both BNA).",1872-05-21,1872-05-21,,day,TRUE,,lecture,FALSE,FALSE,Wordsworth,(unspecified),56.4605938,-2.9701900,town
167,1872,May 27,Lecture,Tennyson,Leicester,"Wycliffe Congregational Church (Leicester Journal, May 24, 1872, 8: BNA).",1872-05-27,1872-05-27,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),52.6362000,-1.1331969,town
168,1872,"[September 20-29, during ship’s passage]",Dramatic Reading,unknown,S. S. Malta,9/20-29. During ship's passage. Part of Benefit Concert for The Seaman’s Society (Raeper 287).,1872-09-20,1872-09-29,,day_range,FALSE,during ship's passage,reading,FALSE,FALSE,Unknown,(unknown),,,unmappable
169,1872,October 10,Lecture,Burns,"Boston, MA","Union Hall, Cambridge; MacDonald’s first American lecture; “1500 crammed the Union Hall”; Emerson and Longfellow present (GMW 424; Hein 337; Soul 14-16; Raeper 290).",1872-10-10,1872-10-10,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),42.3588336,-71.0578303,town
170,1872,October 16,Lecture,Burns,"Boston, MA","Lyceum; 2,850 ticket holders (Expression 207, 213; GMW 424-25; Soul 16; Raeper 291).",1872-10-16,1872-10-16,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),42.3588336,-71.0578303,town
171,1872,October 21,,[Burns],"Philadelphia, PA","Opera house; 3,000 in audience; MacDonald makes a humorous exit “with an athletic leap into a stage-box” (Expression 213, 215; GMW 428; Hein 340; Raeper 292).",1872-10-21,1872-10-21,,day,TRUE,,lecture,TRUE,FALSE,Burns,(unspecified),39.9527237,-75.1635262,town
172,1872,October 23,Lecture,unknown,"Springfield, MA","(Expression 215, 218).",1872-10-23,1872-10-23,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.1018764,-72.5886727,town
173,1872,October 24,[Lecture],unknown,"Worcester, MA","If lecture is bracketed, we have evidence that MacDonald traveled to the location but no specific reference in sources to a lecture (Expression 215, 218; Raeper 292).",1872-10-24,1872-10-24,,day,TRUE,,lecture,TRUE,FALSE,Unknown,(unknown),42.2625621,-71.8018877,town
174,1872,October 25,Lecture,Hood,"Lynn, MA","(Expression 215, 217; Soul 25).",1872-10-25,1872-10-25,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),42.4667630,-70.9494939,town
175,1872,October 28,Lecture,Burns,"Amesbury, MA","“Next lecture of the library course”; one of MacDonald’s best audiences, with full hall; Whittier in attendance (Expression 215, 221-22; GMW 426; Hein 341-42; Raeper 292; “Letter from Whittier,” The Villager, October 24, 1872: BC).",1872-10-28,1872-10-28,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),42.8579536,-70.9300921,town
176,1872,October 29,Lecture,unknown,"Providence, RI","Mr. Weedon’s residence; stifling lecture hall (Expression 215, 222).",1872-10-29,1872-10-29,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),41.8239891,-71.4128343,town
177,1872,October 30,[Lecture],unknown,"Lowell, MA","(Expression 215, 222-23).",1872-10-30,1872-10-30,,day,TRUE,,lecture,TRUE,FALSE,Unknown,(unknown),42.6414437,-71.3085329,town
178,1872,October 31,Lecture,unknown,"Dover, DE","(Expression 216, 223).",1872-10-31,1872-10-31,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),39.1581680,-75.5243682,town
179,1872,November 2,Lecture,Hood,"Boston, MA","Music Hall (according to GMW, the Boston Lyceum); termed “MacDonald Matinee” in newspapers (Expression 220; GMW 426; Raeper 293).",1872-11-02,1872-11-02,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),42.3588336,-71.0578303,town
180,1872,November 4,Lecture,unknown,"Hanover, MA","(Expression 225, 226).",1872-11-04,1872-11-04,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.1131572,-70.8119859,town
181,1872,November 6,Lecture,unknown,"Andover, MA","(Expression 216, 226).",1872-11-06,1872-11-06,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.6571700,-71.1408776,town
182,1872,November 7,Lecture,unknown,"Roxbury, MA",(Expression 226).,1872-11-07,1872-11-07,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.3289067,-71.0850853,town
183,1872,November 8,Lecture,unknown,"Leominster, MA",(Expression 216).,1872-11-08,1872-11-08,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.5267443,-71.7614891,town
184,1872,November 11,Lecture,unknown,"Fitchburg, MA",Cancelled due to illness (Hein 346; Expression 216).,1872-11-11,1872-11-11,,day,TRUE,,lecture,FALSE,TRUE,Unknown,(unknown),42.5838984,-71.8038268,town
185,1872,November 12,Lecture,unknown,"Charlestown, Boston, MA",Cancelled due to illness (Hein 346; Expression 216).,1872-11-12,1872-11-12,,day,TRUE,,lecture,FALSE,TRUE,Unknown,(unknown),42.3778749,-71.0619957,town
186,1872,November 13,Lecture,unknown,"Westboro, MA",Cancelled due to illness (Hein 346; Expression 216).,1872-11-13,1872-11-13,,day,TRUE,,lecture,FALSE,TRUE,Unknown,(unknown),42.2694308,-71.6129907,town
187,1872,November 14,Lecture,unknown,"Albany, NY",Cancelled due to illness (Hein 346; Expression 216).,1872-11-14,1872-11-14,,day,TRUE,,lecture,FALSE,TRUE,Unknown,(unknown),42.6511674,-73.7549680,town
188,1872,November 18,Lecture,Hood,"New York, NY","Steinway Hall; hosted by Mercantile Library Association (New York Times, November 19, 1872, 5: TM; Liberal Christian, November 23, 1872: BC; Expression 216; Hein 346; Soul 25-28).",1872-11-18,1872-11-18,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),40.7127281,-74.0060152,town
189,1872,November 19,Lecture,unknown,"Hartford, CT",(Expression 216).,1872-11-19,1872-11-19,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),41.7645820,-72.6908547,town
190,1872,November [21/22],Lecture,Hood,"Brooklyn, NY","November 21-22. The Tabernacle (Brooklyn Daily Union, November 23, 1872: BC; Hein 349; W 60, 40; Expression 216).",1872-11-21,1872-11-22,1872-11-21,day_choice,FALSE,,lecture,FALSE,FALSE,Hood,(unspecified),40.6526006,-73.9497211,town
191,1872,November 22,Lecture,[Hood],"Wilmington, DE","(Expression 216; Hein 349, 566 n.343).",1872-11-22,1872-11-22,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),39.7459468,-75.5465890,town
192,1872,November 25,Lecture,Tennyson,"Jersey City, NJ","(Expression 216; American Standard, November 26, 1872, qtd. in Hein 348).",1872-11-25,1872-11-25,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),40.7215682,-74.0474550,town
193,1872,November 26,Lecture,Hood,"Plainfield [Scotch Plains], NJ","Congregational Church; introduced by the “president of the association,” afterwards MacDonald very ill; “Dr. Cole . . . forbade his continuing”; “all lectures were canceled until Christmas” (Expression 216; Hein,346-47; Central New Jersey Times, November 28, 1872: BC).",1872-11-26,1872-11-26,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),40.6201412,-74.4222416,town
194,1872,November 27,,,"Newark, NJ",Cancelled (Hein 347; Expression 216).,1872-11-27,1872-11-27,,day,TRUE,,lecture,TRUE,TRUE,Unknown,(unknown),40.7356570,-74.1723667,town
195,1872,November 29,,,"New York, NY",Cancelled (Hein 347; Expression 216).,1872-11-29,1872-11-29,,day,TRUE,,lecture,TRUE,TRUE,Unknown,(unknown),40.7127281,-74.0060152,town
196,1872,November 30,,,"Washington, DC",Cancelled (Hein 347; Expression 216).,1872-11-30,1872-11-30,,day,TRUE,,lecture,TRUE,TRUE,Unknown,(unknown),38.8950982,-77.0363849,town
197,1872,December 11,Lecture,Burns,"Washington, DC","First Congregational Church; “he felt able to resume his schedule sooner than anyone thought” (Hein 350); General William T. Sherman in the audience (Daily National Republican, December 12, 1872: BC; Liberal Christian, February 1, 1873: BC, qtd. in W, 57.38).",1872-12-11,1872-12-11,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),38.8950982,-77.0363849,town
198,1872,December 13,Lecture,unknown,"Baltimore, MD",Maryland Institute (Hein 351).,1872-12-13,1872-12-13,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),39.2908816,-76.6107590,town
199,1872,December 17,Lecture,Burns,"Buffalo, NY","St. James Hall, Sponsored by Young Men’s Association; “Filled almost to capacity” (Buffalo Courier, December 18, 1872, qtd. in Soul 32-33; Hein 352).",1872-12-17,1872-12-17,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),42.8864163,-78.8781493,town
200,1872,December 19,Lecture,Tennyson,"Auburn, NY","Opera House; “The art of poetry, illustrated by Tennyson’s lyrics” (Expression 235; Auburn Morning News, December 20, 1872, qtd. in Soul 39-41; Hein 352).",1872-12-19,1872-12-19,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),42.9320202,-76.5672029,town
201,1872,December 22,[Lecture],unknown,"Elmira, NY",MacDonald staying with Mark Twain’s family and “reveling in lapsury’s luck” (Expression 235-37; Hein 354).,1872-12-22,1872-12-22,,day,TRUE,,lecture,TRUE,FALSE,Unknown,(unknown),42.0897965,-76.8077338,town
202,1872,December 26,Lecture,Burns,"Newark, NJ","Association Hall, Sponsored by Clayonian Committee (unidentified newspaper account, qtd. in Soul 43-44; Hein 355-56).",1872-12-26,1872-12-26,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),40.7356570,-74.1723667,town
203,1872,December 30,Lecture,unknown,"Albany, NY","“Mr. MacDonald will lecture in Albany tonight” after a sermon in Newark on December 29 (New York Tribune, December 30, 1872, qtd. in Soul 46-47).",1872-12-30,1872-12-30,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.6511674,-73.7549680,town
204,1873,January 2,Lecture,Macbeth,"Orange, NJ",(Soul 58).,1873-01-02,1873-01-02,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,40.7709499,-74.2264601,town
205,1873,January 16,Lecture,Macbeth,"Princeton, NJ",In a Presbyterian Church; 500 students in attendance; MacDonald “improving so wonderfully in dramatic power” (GMW 441; Hein 356; Raeper 297).,1873-01-16,1873-01-16,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,40.3496953,-74.6597376,town
206,1873,January 21,Lecture,Burns,"New York, NY","Association Hall (New York Times, January 22, 1873, 5; TM; W 60.15).",1873-01-21,1873-01-21,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),40.7127281,-74.0060152,town
207,1873,January 24,Speaker,Burns Society Dinner,"New York, NY",Delmonico’s Restaurant; invited to join Burns Society; wore “a full dressed kilt” and spoke on Scottish literature (GMW 442; Hein 357; Soul 64; W 60.15; Raeper 298).,1873-01-24,1873-01-24,,day,TRUE,,lecture,TRUE,FALSE,Occasional addresses,Burns Society dinner,40.7127281,-74.0060152,town
208,1873,January 27,Lecture,Burns,"Elmira, NY",Stayed with Mark Twain’s family (GMW 443; Hein 357).,1873-01-27,1873-01-27,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),42.0897965,-76.8077338,town
209,1873,January [28/29],[Lecture],unknown,"Williamsport, PA","January [28/29]. Whether a lecture was actually scheduled in Williamsport or not, the reports indicate that the MacDonald’s spent the night on the train due to a wreck on the tracks ahead of them (GMW 443; Hein 357; Raeper 298).",1873-01-28,1873-01-29,1873-01-28,day_choice,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),41.2411556,-77.0011096,town
210,1873,January [29/30],[Lecture],unknown,"Harrisburg, PA","January [29/30]. Whether a lecture was actually scheduled in Harrisburg or not, the reports suggest that the MacDonald’s spent yet another night on the train (GMW 443-44; Raeper 298).",1873-01-29,1873-01-30,1873-01-29,day_choice,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),40.2663107,-76.8861122,town
211,1873,January [30/31],[Lecture],unknown,"Pittsburgh, PA",January [30/31]. (GMW 443; Raeper 298).,1873-01-30,1873-01-31,1873-01-30,day_choice,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),40.4406968,-80.0025666,town
212,1873,[February],Lecture,Macbeth,unknown,"First Presbyterian Church, sponsored by the Young Men’s Christian Association; “finest known article on MacDonald’s Macbeth lecture in North America” (Unidentified newspaper account, qtd. in Soul 75-79).",1873-02-01,1873-02-28,,month,FALSE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,,,unmappable
213,1873,February [1-3],[Lecture],unknown,"Dayton, OH","February [1-3]. “From Pittsburgh, they traveled to Dayton, Ohio, Columbus, Ohio, and . . . Cincinnati” (Raeper 299; Hein 357; GMW 446).",1873-02-01,1873-02-03,,day_range,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),39.7589478,-84.1916069,town
214,1873,February [2-5],[Lecture],unknown,"Columbus, OH",February [2-5]. (Raeper 299).,1873-02-02,1873-02-05,,day_range,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),39.9622601,-83.0007065,town
215,1873,February 6,Lecture,Burns,"Cincinnati, OH",Third Street Presbyterian Church; “held . . . a large audience spellbound” (Hein 358; GMW 445; Soul 67-71).,1873-02-06,1873-02-06,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),39.1012809,-84.5127405,town
216,1873,February 7,Lecture,Macbeth,"Cincinnati, OH",Third Street Presbyterian Church (Hein 358; GMW 445; Soul 67-71).,1873-02-07,1873-02-07,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,39.1012809,-84.5127405,town
217,1873,February [10-13],[Lecture],unknown,"Delaware, OH",“Their stay at Delaware was the nadir of the whole trip” (Raeper 299; GMW 446),1873-02-10,1873-02-13,,day_range,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),40.2317686,-82.9651045,town
218,1873,February [10/13],[Lecture],unknown,"Dayton, OH","The reports seem to indicate that the route was Cincinnati to Delaware to Dayton to Indiana, PA; it seems more likely, however, that the itinerary was Dayton to Delaware (GMW 446; Hein 357; Raeper 299)",1873-02-10,1873-02-13,1873-02-10,day_choice,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),39.7589478,-84.1916069,town
219,1873,February 14,Lecture,Burns,"Indiana, PA",(GMW 448; Raeper 300).,1873-02-14,1873-02-14,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),40.6424116,-79.1262839,town
220,1873,February [15/17],[Lecture],unknown,"Altoona, PA","“By February 19 they had made their way back through Altoona to New York”; Greville writes a letter from Altoona on February 16, but lectures were never delivered on Sundays (Hein 359; GMW 447; Raeper 300).",1873-02-15,1873-02-17,1873-02-15,day_choice,FALSE,,lecture,TRUE,FALSE,Unknown,(unknown),40.5193586,-78.3968299,town
221,1873,February 22,Lecture,Tennyson,"Poughkeepsie, NY","Vassar College, (Vassar 202-10; Soul 72-73; W 60.15-16).",1873-02-22,1873-02-22,,day,TRUE,,lecture,FALSE,FALSE,Tennyson,(unspecified),41.7065539,-73.9283672,town
222,1873,February 25,Lecture,Burns,"New York, NY",(Raeper 300).,1873-02-25,1873-02-25,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),40.7127281,-74.0060152,town
223,1873,[February 26],Lecture,unknown,"Northampton, MA",(Hein 361).,1873-02-26,1873-02-26,,day,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),42.3178989,-72.6311006,town
224,1873,[February - March],Lecture,unknown,"Burlington, VT","“By March 5, they were settled again in . . . Milton (MA), after travelling through Burlington and Vermont” (Raeper 300).",1873-02-01,1873-03-31,,month_range,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),44.4761601,-73.2129060,town
225,1873,March 14,Lecture,Burns,"Peabody, MA",“Warmly welcomed . . . by an audience of over 800” (Soul 79-80).,1873-03-14,1873-03-14,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),42.5278731,-70.9286609,town
226,1873,March 26,Lecture,unknown,"Homer, NY",Letter from Louisa to Mary provides list of locations (Hein 567 n. 360).,1873-03-26,1873-03-26,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.6368711,-76.1787783,town
227,1873,March 27,Lecture,unknown,"Oswego, NY",(Hein 567 n. 360).,1873-03-27,1873-03-27,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),43.4112973,-76.1279841,town
228,1873,March 28,Lecture,unknown,"Buffalo, NY",(Hein 567 n. 360),1873-03-28,1873-03-28,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.8864163,-78.8781493,town
229,1873,March 31,Lecture,Burns,"Hamilton, Ontario","McNab Street Presbyterian Church; combined with “art of poetry” (Hamilton Times, April 1, 1873, qtd. in Soul 92-94; Hein 567 n. 360).",1873-03-31,1873-03-31,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),43.2560802,-79.8728583,town
230,1873,April 1,Lecture,Burns,"Toronto, Ontario","Shaftsbury Hall; (Toronto Mail and Toronto Globe, qtd. in Soul 94-95; W 60.23; Raeper 301; Hein 567 n. 360).",1873-04-01,1873-04-01,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),43.6534817,-79.3839347,town
231,1873,April 3,[Lecture],unknown,"Ann Arbor, MI",(Raeper 301; Hein 567 n. 360).,1873-04-03,1873-04-03,,day,TRUE,,lecture,TRUE,FALSE,Unknown,(unknown),42.2813722,-83.7484616,town
232,1873,April 5,Lecture,Hood,"Chicago, IL","Union Park Congregational Church (The Inter-Ocean, April 2, 1873, 4: Newspapers.com; Soul 95; Hein 567 n. 360).",1873-04-05,1873-04-05,,day,TRUE,,lecture,FALSE,FALSE,Hood,(unspecified),41.8755616,-87.6244212,town
233,1873,April 7,Lecture,Burns,"Chicago, IL","Michigan Avenue Baptist Church; Louisa writes that it will be 40th lecture on Burns (The Inter-Ocean, April 2, 1873, 4: Newspapers. com; GMW 454; Soul 95)",1873-04-07,1873-04-07,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),41.8755616,-87.6244212,town
234,1873,April 9,Lecture,[Macbeth],"Decatur, IL","Part of “the library course” (Decatur Daily Republican, April 2, 1873, 3: Newspapers.com; Hein 567 n. 360).",1873-04-09,1873-04-09,,day,TRUE,,lecture,FALSE,FALSE,Shakespeare,Macbeth,39.8454163,-88.9524151,town
235,1873,April [10-12],Lecture,unknown,"Davenport, IA","(Hein, 567 n. 360).",1873-04-10,1873-04-12,,day_range,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),41.5224692,-90.5756401,town
236,1873,April [10-12],Lecture,unknown,"Milwaukee, WI",(Hein 567 n. 360).,1873-04-10,1873-04-12,,day_range,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),43.0386475,-87.9090751,town
237,1873,April 17,Lecture,Milton,"Ann Arbor, MI",MacDonald lectures to University of Michigan students “in an Ann Arbor church”; re-scheduled from December 11 due to illness (Soul 95-96; W 60.17; GMW 455; Raeper 301).,1873-04-17,1873-04-17,,day,TRUE,,lecture,FALSE,FALSE,Milton,(unspecified),42.2813722,-83.7484616,town
238,1873,[April 18-22],Lecture,unknown,"East Saginaw, MI.","“After lectures in East Saginaw, Flint, and Detroit, they made a sally into Montreal” (Hein 364).",1873-04-18,1873-04-22,,day_range,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),43.4200387,-83.9490365,town
239,1873,[April 18-22],Lecture,unknown,"Flint, MI.",(Hein 364).,1873-04-18,1873-04-22,,day_range,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),43.0161693,-83.6900211,town
240,1873,[April 18-22],Lecture,unknown,"Detroit, MI",(Hein 364).,1873-04-18,1873-04-22,,day_range,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),42.3315509,-83.0466403,town
241,1873,April [28/23],Lecture,Burns,"Montreal, Quebec",(Hein 364 and 567 n. 360 contradict each other; the later date seems likely).,1873-04-23,1873-04-28,1873-04-28,day_choice,FALSE,,lecture,FALSE,FALSE,Burns,(unspecified),45.5031824,-73.5698065,town
242,1873,April [29/23],Lecture,Hood,"Montreal, Quebec",(Hein 364 and 567 n. 360 contradict each other; the later date seems likely).,1873-04-23,1873-04-29,1873-04-29,day_choice,FALSE,,lecture,FALSE,FALSE,Hood,(unspecified),45.5031824,-73.5698065,town
243,1873,[April 26],Lecture,unknown,"Boston, MA",(Hein 364 and 567 n. 360 contradict each other; it is unlikely that MacDonald had returned to Boston by April 26).,1873-04-26,1873-04-26,,day,FALSE,,lecture,FALSE,FALSE,Unknown,(unknown),42.3588336,-71.0578303,town
244,1873,May 1,Lecture,Burns,"Saint Johnsbury, VT",(Soul 97).,1873-05-01,1873-05-01,,day,TRUE,,lecture,FALSE,FALSE,Burns,(unspecified),44.4194940,-72.0156532,town
245,1873,May 3,Lecture,unknown,"Boston, MA",MacDonald returns to Boston for a “Matinee” lecture (Expression 238; Hein 364-65).,1873-05-03,1873-05-03,,day,TRUE,,lecture,FALSE,FALSE,Unknown,(unknown),42.3588336,-71.0578303,town
246,1873,May 10,Lecture,Milton,"New York, NY","Association Hall (New York Times, May 11, 1873, 3; TM).",1873-05-10,1873-05-10,,day,TRUE,,lecture,FALSE,FALSE,Milton,(unspecified),40.7127281,-74.0060152,town
